"","X","Report.Number","Supplemental.Number","Accident.Year","Accident.Date.Time","Operator.ID","Operator.Name","Pipeline.Facility.Name","Pipeline.Location","Pipeline.Type","Liquid.Type","Liquid.Subtype","Liquid.Name","Accident.City","Accident.County","Accident.State","Accident.Latitude","Accident.Longitude","Cause.Category","Cause.Subcategory","Unintentional.Release..Barrels.","Intentional.Release..Barrels.","Liquid.Recovery..Barrels.","Net.Loss..Barrels.","Liquid.Ignition","Liquid.Explosion","Pipeline.Shutdown","Shutdown.Date.Time","Restart.Date.Time","Public.Evacuations","Operator.Employee.Injuries","Property.Damage.Costs","Lost.Commodity.Costs","Public.Private.Property.Damage.Costs","Emergency.Response.Costs","Environmental.Remediation.Costs","Other.Costs","All.Costs"
"915",1066,20130030,18394,2013,"1/4/2013 11:05 PM",18718,"SUNOCO PIPELINE L.P.","MNTL-BALD 14""","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE)","","SINKING SPRING","BERKS","PA",40.3196,-76.0431,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",12.5,0,12.5,0,"NO","NO","YES","1/4/2013 23:05","1/5/2013 23:00",0,0,10000,1400,0,84000,130000,0,225400
"921",1074,20130031,17195,2013,"1/10/2013 8:30 PM",10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","CHATHAM STATION - HAMPTON STATION","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","DUBACH","LINCOLN","LA",32.70298,-92.54888,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",3.68,0,3.68,0,"NO","NO","NO","","",0,0,5000,20,0,10000,0,0,15020
"938",1092,20130057,17459,2013,"1/23/2013 10:00 AM",30829,"ENTERPRISE CRUDE PIPELINE LLC","ADDINGTON STATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","ADDINGTON","JEFFERSON","OK",34.245072,-97.947953,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",3,0,0,3,"NO","NO","","","",0,0,0,250,0,5000,20000,0,25250
"939",1093,20130058,17986,2013,"1/24/2013 11:00 AM",12470,"MID - VALLEY PIPELINE CO","DENVER STATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","NEW JOHNSONVILLE","HUMPHREYS","TN",36.03403,-87.94348,"NATURAL FORCE DAMAGE","TEMPERATURE",0.67,0,0.52,0.15,"NO","NO","YES","1/24/2013 14:12","1/24/2013 15:51",0,0,0,0,0,12000,33000,0,45000
"940",1094,20130048,17229,2013,"1/24/2013 12:00 PM",22610,"MAGELLAN PIPELINE COMPANY, LP","EL DORADO-WATHENA JCT. #7-16"" LINE","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","TOPEKA","SHAWNEE","KS",38.91689,-95.68922,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",2.38,0,2.38,0,"NO","NO","NO","","",0,0,27200,285,0,2800,10000,0,40285
"941",1095,20130059,18710,2013,"1/24/2013 4:45 PM",18718,"SUNOCO PIPELINE L.P.","RANGER TO BRECKENRIDGE 8""","ONSHORE","UNDERGROUND","CRUDE OIL","","","RANGER","STEPHENS","TX",32.54948,-98.71181,"CORROSION","INTERNAL",350,0,120,230,"NO","NO","YES","1/24/2013 16:45","",0,0,20000,21275,500,16400,604592,71901,734668
"942",1097,20130063,19572,2013,"1/26/2013 12:00 PM",15774,"ENBRIDGE PIPELINES (NORTH DAKOTA) LLC","","ONSHORE","UNDERGROUND","CRUDE OIL","","","LEEDS","BENSON","ND",48.27904,-99.30399,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",0.24,0,0.24,0,"NO","NO","YES","1/26/2013 12:08","1/27/2013 4:10",0,0,110500,25,0,10900,37509,0,158934
"948",1108,20130071,20349,2013,"1/31/2013 10:00 AM",32147,"MARATHON PIPE LINE LLC","PATOKA - ROBINSON 20""","ONSHORE","UNDERGROUND","CRUDE OIL","","","DIETERICH","EFFINGHAM","IL",38.923554,-88.385636,"INCORRECT OPERATION","DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR",0,0,0,0,"YES","NO","YES","1/31/2013 10:05","2/2/2013 8:04",0,0,13000,0,0,2e+05,0,0,213000
"949",1114,20130084,18090,2013,"2/5/2013 3:00 PM",300,"PLAINS PIPELINE, L.P.","HEIDELBERG PIPELINE","ONSHORE","UNDERGROUND","CRUDE OIL","","","BAY SPRINGS","JASPER","MS",31.96551,-89.24499,"CORROSION","INTERNAL",122,0,122,0,"NO","NO","YES","2/5/2013 15:00","",0,0,150000,3500,0,4924000,123653,0,5201153
"950",1115,20130076,18678,2013,"2/5/2013 5:50 PM",32099,"ENERGY TRANSFER COMPANY","NEW STAR TIE-IN TO MONT BELVIEU","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","BAYTOWN","HARRIS","TX",29.8279,-94.9438,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",9,123,0,9,"NO","NO","NO","","",0,0,278154,405,0,0,0,0,278559
"955",1142,20130099,19641,2013,"2/21/2013 6:35 PM",32147,"MARATHON PIPE LINE LLC","ROBINSON - LIMA 10"" PRODUCTS","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","","","REDKEY","JAY","IN",40.395534,-85.110422,"INCORRECT OPERATION","DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR",1.33,0,1.33,0,"NO","NO","YES","2/21/2013 18:35","2/25/2013 0:01",0,0,224278,225,20911,789328,101113,0,1135855
"956",1145,20130104,18662,2013,"2/22/2013 1:00 PM",10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","TRILLA STATION - TERRA HAUTE JUNCTION","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","VERMILION","EDGAR","IL",39.544,-87.5885,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",1.57,0,0,1.57,"NO","NO","YES","2/23/2013 7:00","2/23/2013 10:30",0,0,5660,20,0,0,0,0,5680
"960",1164,20130126,19373,2013,"3/12/2013 5:46 PM",31556,"CHEVRON MIDSTREAM PIPELINES LLC","VENICE TO PARADIS NGL PIPELINE SYSTEM (VP-01)","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","N/A - ACCIDENT OCCURED IN REMOTE MARSH AREA.","LAFOURCHE","LA",29.633617,-90.1741,"OTHER OUTSIDE FORCE DAMAGE","FISHING OR MARITIME ACTIVITY",23702,1061,0,23702,"YES","NO","YES","3/12/2013 17:46","6/9/2013 0:01",0,0,4588574,977937,0,4695638,0,0,10262149
"965",1202,20130168,18027,2013,"4/15/2013 2:00 PM",30825,"CITGO PETROLEUM CORPORATION (REFINERY)","C3 MIX HVL PIPELINE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","PROPANE / PROPYLENE MIXTURE","SULPHUR","CALCASIEU","LA",30.18348,-93.3292,"CORROSION","EXTERNAL",2.9,0,0,2.9,"NO","NO","YES","4/15/2013 14:45","4/18/2013 20:30",0,0,33000,286,0,0,0,0,33286
"967",1226,20130194,20807,2013,"5/6/2013 7:00 PM",10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","J-1 STATION TO GILLESPIE STATION","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","ORCHARD FARM","ST. CHARLES","MO",38.869483,-90.477517,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0.92,0,0,0.92,"NO","NO","YES","5/6/2013 19:00","5/9/2013 10:50",1,0,65000,40,800,0,10000,0,75840
"968",1230,20130197,18478,2013,"5/8/2013 10:15 AM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","TERREBONNE-TEBONE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","LABADIEVILLE","ASUMPTION","LA",29.82961,-91.001564,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",1,0,0,1,"NO","NO","YES","5/8/2013 10:37","5/13/2013 6:57",0,0,263000,100,22900,0,0,0,286000
"969",1237,20130196,18165,2013,"5/14/2013 1:05 PM",10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","EL DORA STATION TO SPENCER STATION","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","SPENCER","CLAY","IA",43.080915,-95.179006,"EXCAVATION DAMAGE","OPERATOR/CONTRACTOR EXCAVATION DAMAGE",0.38,0,0,0.38,"NO","NO","NO","","",0,0,1500,50,0,0,600,0,2150
"971",1245,20130210,19957,2013,"5/18/2013 12:54 PM",12105,"MAGELLAN AMMONIA PIPELINE, L.P.","VALLEY TO WHITING LINE SEGMENT","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","DECATUR","BURT","NE",41.90877,-96.24902,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",2.39,0.01,0,2.39,"NO","NO","YES","5/18/2013 12:54","5/20/2013 15:47",0,0,12049,195,0,10500,27376,0,50120
"973",1263,20130230,18621,2013,"5/31/2013 11:20 AM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","SOUTH LEG BROWN LINE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","Y-GRADE","FORGAN","BEAVER","OK",36.947219,-100.293152,"INCORRECT OPERATION","OTHER INCORRECT OPERATION",200,14.5,0,200,"NO","NO","YES","5/31/2013 11:30","6/6/2013 14:34",0,0,150000,7000,0,150000,0,18000,325000
"975",1273,20130245,19277,2013,"6/10/2013 11:30 AM",31013,"TRANSPETCO TRANSPORT CO.","TRANSPETCO BRAVO PIPELINE","ONSHORE","UNDERGROUND","CO2 (CARBON DIOXIDE)","","","","UNION","NM",35.96576,-103.18311,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",26,20777,0,26,"NO","NO","YES","6/10/2013 12:39","6/13/2013 2:00",0,0,42593,12882,0,9700,2500,0,67675
"976",1293,20130258,19209,2013,"7/1/2013 3:00 PM",12105,"MAGELLAN AMMONIA PIPELINE, L.P.","POCHANTOS TO LUVERNE 6-INCH LINE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","BRADGATE","HUMBOLDT","IA",42.80667,-94.36011,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",18.18,7.14,0,18.18,"NO","NO","YES","7/1/2013 15:00","7/6/2013 14:09",0,0,128000,1166,2500,43000,35000,0,209666
"977",1294,20130259,19214,2013,"7/1/2013 5:20 PM",12105,"MAGELLAN AMMONIA PIPELINE, L.P.","POCAHONTAS TO LUVERNE 6-INCH LINE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","BRADGATE","HUMBOLDT","IA",42.79375,-94.40176,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",5,5.95,0,5,"NO","NO","NO","","",0,0,108000,403,2500,43000,35000,0,188903
"978",1309,20130305,19139,2013,"7/18/2013 4:15 PM",31554,"CHEVRON PETROCHEMICAL PIPELINE LLC","EVANGELINE ETHYLENE PIPELINE SYSTEM","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHYLENE","SULPHUR","CALCASIEU","LA",30.060572,-93.5581,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",0,17825,0,0,"NO","NO","YES","8/1/2013 14:00","2/20/2014 5:00",0,0,322200,995728,0,0,0,0,1317928
"979",1317,20130288,19037,2013,"7/25/2013 4:30 PM",32258,"KINDER MORGAN COCHIN LLC","WHEATON PUMP STATION","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","RESIDUAL VAPORS","WHEATON","TRAVERSE","MN",45.883706,-96.492211,"INCORRECT OPERATION","OTHER INCORRECT OPERATION",0,0,0,0,"YES","NO","NO","","",0,0,0,0,0,0,0,0,0
"983",1328,20130294,18987,2013,"8/1/2013 9:40 AM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","WEST LEG BLUE LINE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","PROPANE","TRIMONT","MARTIN","MN",43.78507,-94.624817,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.2,0.1,0,0.2,"NO","NO","NO","","",0,0,42700,0,1200,2400,0,0,46300
"984",1341,20130307,20452,2013,"8/12/2013 11:10 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","MAPL EAST LEG - MORRIS LATERAL","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHANE/PROPANE MIX","ERIE","WHITESIDE","IL",41.697667,-90.098627,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",18400,0,0,18400,"YES","YES","YES","8/12/2013 23:16","8/17/2013 20:33",32,0,2e+05,160000,50000,5000,50000,50000,515000
"985",1343,20130276,20004,2013,"8/13/2013 2:15 PM",32412,"MARKWEST LIBERTY MIDSTREAM & RESOURCES, LLC","MOBLEY TO FT. BEELER","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","LITTLETON","WETZEL","WV",39.70808,-80.56138,"NATURAL FORCE DAMAGE","HEAVY RAINS/FLOODS",11405,0,0,11405,"NO","NO","YES","8/13/2013 14:15","10/10/2013 12:00",0,0,1500000,517350,0,4e+05,2500000,0,4917350
"987",1349,20130320,19213,2013,"8/19/2013 9:51 AM",12105,"MAGELLAN AMMONIA PIPELINE, L.P.","EARLY TO GARNER 6"" LINE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","LIVERMORE","HUMBOLDT","IA",42.854755,-94.159355,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",5.23,0,0,5.23,"NO","NO","YES","8/19/2013 9:51","8/22/2013 18:16",0,0,72000,422,2400,8000,30000,0,112822
"992",1376,20130340,19210,2013,"9/23/2013 10:12 AM",12105,"MAGELLAN AMMONIA PIPELINE, L.P.","GARNER TO MANKATO LINE ","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","FROST","FARIBAULT","MN",43.58698,-93.9091,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",16.43,0,0,16.43,"NO","NO","YES","9/23/2013 10:12","9/25/2013 17:58",0,0,4000,1324,1000,12000,40000,0,58324
"993",1377,20130341,19215,2013,"9/23/2013 12:51 PM",12105,"MAGELLAN AMMONIA PIPELINE, L.P.","POCAHONTAS TO LUVERNE LINE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","BRADGATE","HUMBOLDT","IA",42.81144,-94.33013,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",4.52,0,0,4.52,"NO","NO","","","",0,0,5500,366,2400,12000,30000,0,50266
"994",1378,20130342,21877,2013,"9/23/2013 10:50 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","WEST LEG MAINLINE, CONWAY TO MANKATO","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","PROPANE","SOLOMAN","OTTAWA","KS",39.02942,-97.38027,"INCORRECT OPERATION","INCORRECT INSTALLATION",0.2,1097,0,0.2,"NO","NO","YES","9/23/2013 22:50","9/28/2013 15:39",0,0,141500,10,0,10000,0,0,151510
"996",1396,20130365,21074,2013,"10/15/2013 6:05 PM",32410,"GENESIS FREE STATE PIPELINE, LLC","FREESTATE 20"" CO2","ONSHORE","UNDERGROUND","CO2 (CARBON DIOXIDE)","","","","SMITH","MS",31.93103,-89.51142,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.1,30699,0,0.1,"NO","NO","YES","10/15/2013 20:30","10/24/2013 6:24",0,0,70000,86721,0,0,500,0,157221
"997",1404,20130373,19161,2013,"10/23/2013 1:20 PM",32099,"ENERGY TRANSFER COMPANY","WEST TX NGL","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","ABILENE","TAYLOR","TX",32.36876,-99.65356,"CORROSION","EXTERNAL",8,0,0,8,"NO","NO","NO","","",0,0,20000,336,0,0,0,0,20336
"998",1411,20130381,19323,2013,"10/31/2013 1:23 PM",22610,"MAGELLAN PIPELINE COMPANY, LP","DES MOINES TO MISSISSIPPI RIVER #5-8"" LINE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","PROPANE","PRARIE CITY","JASPER","IA",41.61566,-93.12757,"INCORRECT OPERATION","OTHER INCORRECT OPERATION",21,22.05,0,21,"NO","NO","YES","10/31/2013 13:26","11/4/2013 16:10",0,0,62000,1030,2000,8000,15000,0,88030
"1000",1416,20130386,18785,2013,"11/3/2013 1:50 PM",12624,"MOBIL CORP","MR-114 PROPANE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","HULL","HARDIN","TX",30.13945,-94.604717,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",1.2,0,0,1.2,"NO","NO","YES","11/3/2013 20:38","11/8/2013 8:00",0,0,58000,100,0,30000,0,0,88100
"1001",1423,20130396,20764,2013,"11/14/2013 9:33 AM",2731,"CHEVRON PIPE LINE CO","WEST TEXAS LPG LOOP","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","MILFORD","ELLIS","TX",32.108042,-96.94382,"EXCAVATION DAMAGE","OPERATOR/CONTRACTOR EXCAVATION DAMAGE",4357,3473,0,4357,"YES","NO","YES","11/14/2013 9:45","11/21/2013 7:00",700,0,1500000,338099,5e+05,2e+06,250000,0,4588099
"1002",1431,20130405,19505,2013,"11/23/2013 10:07 AM",31672,"CHAPARRAL ENERGY, LLC","CHAPARRAL CO!2","ONSHORE","UNDERGROUND","CO2 (CARBON DIOXIDE)","","","BEAVER","BEAVER","OK",36.7889,-100.6198,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",17.8,626,0,17.8,"NO","NO","YES","11/23/2013 10:07","11/24/2013 18:05",0,0,14000,3776,2000,2000,0,15000,36776
"1005",1464,20140025,18960,2014,"1/1/2014 8:00 AM",32109,"ONEOK NGL PIPELINE, LLC","ARCO JCT. VALVES","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","MT. BELVIEU","CHAMBERS","TX",29.85731,-94.895471,"CORROSION","EXTERNAL",2.9,0,0,2.9,"NO","NO","YES","1/1/2014 8:10","1/2/2014 15:00",0,0,2000,175,0,1000,0,0,3175
"1013",1544,20140108,19151,2014,"2/21/2014 9:40 AM",12624,"MOBIL CORP","MR-8 HULL TO DAISETTA","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHANE","DAISETTA","LIBERTY","TX",30.1291,-94.63106,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.54,0,0,0.54,"NO","NO","YES","2/21/2014 10:45","2/27/2014 11:13",0,0,22500,10000,0,0,0,0,32500
"1018",1591,20140148,20128,2014,"3/21/2014 4:11 PM",32099,"ENERGY TRANSFER COMPANY","WEST TEXAS NGL","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","SNYDER","SCURRY","TX",32.61263,-101.0593,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",3992,0,0,3992,"NO","NO","YES","3/21/2014 16:23","3/22/2014 19:34",1,0,35000,167664,0,1500,0,0,204164
"1019",1607,20140170,20308,2014,"4/1/2014 8:20 AM",12105,"MAGELLAN AMMONIA PIPELINE, L.P.","SOUTH LEG NH3 LINE MP 178 TO CONWAY","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","CONWAY","MCPHERSON","KS",38.34044,-97.83677,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",31.42,0,0,31.42,"NO","NO","NO","","",0,0,30000,1344,2000,1000,65682,0,100026
"1021",1645,20140205,19411,2014,"4/26/2014 12:00 PM",11032,"LACLEDE GAS CO","LACLEDE PIPELINE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","MIXTURE OF LIQUID PROPANE AND BUTANE","GRANITE CITY","MADISON","IL",38.680985,-90.183432,"EXCAVATION DAMAGE","PREVIOUS DAMAGE DUE TO EXCAVATION",0.05,10,0,0.05,"NO","NO","YES","4/26/2014 12:00","5/6/2014 16:00",0,0,1e+05,500,0,0,0,0,100500
"1022",1648,20140211,19418,2014,"4/29/2014 8:30 AM",12634,"MOBIL CHEMICAL CO","NECHES TERMINAL","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","PROPYLENE","BEAUMONT","JEFFERSON","TX",30.0751806,-94.064083,"CORROSION","EXTERNAL",4.5,0,0,4.5,"NO","NO","NO","","",0,0,45000,500,0,0,0,0,45500
"1023",1651,20140185,19999,2014,"4/30/2014 12:45 PM",20160,"PETROLOGISTICS OLEFINS, LLC","4 INCH PG PROPYLENE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","PROPYLENE","DEER PARK","HARRIS","TX",29.4313,-95.65,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",7,0,0,7,"NO","NO","YES","4/30/2014 13:10","5/2/2014 17:30",0,0,46887,0,0,1800,0,0,48687
"1026",1698,20140266,20557,2014,"6/18/2014 4:55 AM",12105,"MAGELLAN AMMONIA PIPELINE, L.P.","BORGER TO CONWAY 8"" SOUTH LEG","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","MCPHERSON","MCPHERSON","KS",38.26485,-97.8667,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",2.85,0,0,2.85,"NO","NO","YES","6/18/2014 12:31","6/20/2014 10:22",0,0,20000,230,1500,1000,49500,0,72230
"1028",1715,20140274,19836,2014,"7/1/2014 9:49 AM",31672,"CHAPARRAL ENERGY, LLC","CHAPARRAL CO2","ONSHORE","UNDERGROUND","CO2 (CARBON DIOXIDE)","","","STINNETT","HUTCHINSON","TX",35.983,-101.409,"CORROSION","EXTERNAL",1,3693,0,1,"NO","NO","YES","7/1/2014 10:00","7/3/2014 14:00",0,0,10000,1000,0,5000,0,0,16000
"1029",1716,20140273,19623,2014,"7/1/2014 3:50 PM",12105,"MAGELLAN AMMONIA PIPELINE, L.P.","VERDIGRIS LATERAL","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","ENID","GARFIELD","OK",36.38322,-97.60424,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",4.2,0,0,4.2,"NO","NO","YES","7/1/2014 15:50","7/2/2014 17:30",0,0,30000,0,0,1000,5000,0,36000
"1032",1739,20140300,20272,2014,"7/25/2014 5:00 PM",31556,"CHEVRON MIDSTREAM PIPELINES LLC","PP04","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","HAHNVILLE","ST. CHARLES","LA",29.976335,-90.469736,"CORROSION","EXTERNAL",0.02,0,0,0.02,"NO","NO","YES","7/25/2014 17:00","8/15/2014 7:00",0,0,515262,7,0,0,0,0,515269
"1035",1762,20140321,21588,2014,"8/14/2014 11:00 AM",12105,"MAGELLAN AMMONIA PIPELINE, L.P.","ENID LATERAL NH3","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","FREEPORT","HARPER","KS",37.1647,-97.87432,"MATERIAL/WELD/EQUIP FAILURE","ENVIRONMENTAL CRACKING-RELATED",16.66,0,13.86,2.8,"NO","NO","YES","8/14/2014 11:00","9/29/2014 16:50",0,0,120000,1344,1500,1500,196482,0,320826
"1039",1799,20140362,21595,2014,"9/13/2014 2:10 PM",12105,"MAGELLAN AMMONIA PIPELINE, L.P.","ENID LATERAL NH3 ","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","ANTHONY","HARPER","KS",37.08136,-97.85246,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",15.6,0,15.6,0,"NO","NO","NO","","",0,0,10000,1250,2000,2500,200371,0,216121
