"","Report.Number","Supplemental.Number","Accident.Year","Accident.Date.Time","Operator.ID","Operator.Name","Pipeline.Facility.Name","Pipeline.Location","Pipeline.Type","Liquid.Type","Liquid.Subtype","Liquid.Name","Accident.City","Accident.County","Accident.State","Accident.Latitude","Accident.Longitude","Cause.Category","Cause.Subcategory","Unintentional.Release..Barrels.","Intentional.Release..Barrels.","Liquid.Recovery..Barrels.","Net.Loss..Barrels.","Liquid.Ignition","Liquid.Explosion","Pipeline.Shutdown","Shutdown.Date.Time","Restart.Date.Time","Public.Evacuations","Operator.Employee.Injuries","Operator.Contractor.Injuries","Emergency.Responder.Injuries","Other.Injuries","Public.Injuries","All.Injuries","Operator.Employee.Fatalities","Operator.Contractor.Fatalities","Emergency.Responder.Fatalities","Other.Fatalities","Public.Fatalities","All.Fatalities","Property.Damage.Costs","Lost.Commodity.Costs","Public.Private.Property.Damage.Costs","Emergency.Response.Costs","Environmental.Remediation.Costs","Other.Costs","All.Costs"
"1752",20140318,21848,2014,"8/6/2014 2:02 PM",15774,"NORTH DAKOTA PIPELINE COMPANY LLC","ALEXANDER STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","ALEXANDER","MCKENZIE","ND",47.97958,-103.6615,"INCORRECT OPERATION","INCORRECT EQUIPMENT",0.21,NA,0.21,0,"YES","YES","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,59207,0,14765,73972
"1754",20140312,19697,2014,"8/7/2014 2:00 PM",26041,"KINDER MORGAN LIQUID TERMINALS, LLC","PASADENA TERMINAL","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","PASADENA","HARRIS","TX",40.52243,-74.25384,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",1.1,NA,1.1,0,"NO","NO","YES","8/7/2014 14:05","8/7/2014 14:45",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,50000,9000,0,59000
"1763",20140323,20853,2014,"8/17/2014 5:00 PM",11733,"LOOP LLC","","OFFSHORE","","CRUDE OIL","","","BAY MARCHAND","LAFOURCHE","LA",29.119939,-90.132573,"ALL OTHER CAUSES","UNKNOWN",0.1,NA,0,0.1,"NO","NO","YES","8/17/2014 17:00","8/21/2014 23:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,767843,1,0,0,0,0,767844
"1778",20140334,19910,2014,"8/29/2014 12:35 PM",31476,"ROSE ROCK MIDSTREAM L.P.","CUNNINGHAM STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","CUNNINGHAM","KINGMAN","KS",37.67502,-98.44337,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.83,NA,0,0.83,"NO","NO","","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,100,0,100,0,0,400
"1781",20140343,21219,2014,"8/30/2014 2:30 PM",1845,"BUCKEYE PARTNERS, LP","PORT READING","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","PORT READING","MIDDLESEX","NJ",40.563565,-74.245512,"INCORRECT OPERATION","INCORRECT INSTALLATION",2.4,NA,2.4,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1168,332,0,0,0,0,1500
"1788",20140338,19752,2014,"9/3/2014 3:53 AM",26041,"KINDER MORGAN LIQUID TERMINALS, LLC","","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","CARTERET","MIDDLESEX","NJ",40.58061,-74.2147,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.48,NA,0.48,0,"NO","NO","NO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,100,0,500,600,0,3700
"1790",20140353,19980,2014,"9/4/2014 10:10 AM",31476,"ROSE ROCK MIDSTREAM L.P.","KS/OK 4"" WELLINGTON TO BRAMAN","ONSHORE","UNDERGROUND","CRUDE OIL","","","SOUTH HAVEN","SUMNER","KS",37.08543,-97.3445,"EXCAVATION DAMAGE","OPERATOR/CONTRACTOR EXCAVATION DAMAGE",40,NA,39,1,"NO","NO","YES","9/4/2014 10:13","9/4/2014 19:03",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31000,100,0,2000,2000,0,35100
"1791",20140347,19932,2014,"9/4/2014 11:30 AM",32109,"ONEOK NGL PIPELINE, LLC","ONEOK BINGER PUMP STATION","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","MINCO","GRADY","OK",35.347873,-98.091935,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",3.4,0,0,3.4,"NO","NO","","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3250,250,0,150,0,0,3650
"1794",20140356,19779,2014,"9/8/2014 2:00 PM",300,"PLAINS PIPELINE, L.P.","GREEN MOUNTAIN STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","","FREMONT","WY",42.308627,-107.8725,"INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",30,NA,30,0,"NO","NO","YES","9/8/2014 14:00","9/10/2014 14:30",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,2850,0,9330,0,0,20180
"1799",20140362,21595,2014,"9/13/2014 2:10 PM",12105,"MAGELLAN AMMONIA PIPELINE, L.P.","ENID LATERAL NH3 ","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","ANTHONY","HARPER","KS",37.08136,-97.85246,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",15.6,0,15.6,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,1250,2000,2500,200371,0,216121
"1817",20140366,19863,2014,"9/26/2014 4:00 PM",2552,"COLONIAL PIPELINE CO","COLONIAL PIPELINE COMPANY / KROTZ SPRINGS STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","KROTZ SPRINGS","ST. LANDRY","LA",30.528877,-91.746807,"MATERIAL/WELD/EQUIP FAILURE","DEFECTIVE OR LOOSE TUBING/FITTING",0.45,NA,0.45,0,"NO","NO","YES","9/26/2014 16:30","9/26/2014 19:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,60,0,16000,0,0,16210
"1820",20140382,20958,2014,"9/30/2014 6:56 AM",30829,"ENTERPRISE CRUDE PIPELINE LLC","C-18","ONSHORE","UNDERGROUND","CRUDE OIL","","","CHICO","JACK","TX",33.29701,-97.956493,"CORROSION","EXTERNAL",10,NA,10,0,"NO","NO","YES","9/30/2014 6:56","9/30/2014 11:49",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,0,50000,250000,50000,200000,560500
"1821",20140379,21283,2014,"9/30/2014 3:52 PM",22855,"KOCH PIPELINE COMPANY, L.P.","SEELIGSON TO MAYO 10""","ONSHORE","UNDERGROUND","CRUDE OIL","","","BANQUETE","NUECES","TX",27.783128,-97.825896,"CORROSION","INTERNAL",1,NA,1,0,"NO","NO","YES","9/30/2014 15:52","3/3/2016 11:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352632,100,45419,395225,0,0,793376
"1829",20140387,19922,2014,"10/6/2014 4:49 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","SNYDER TO MONT BELVIEU","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","","","THE WOODLANDS","MONTGOMERY","TX",30.19156,-95.35386,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.1,NA,0,0.1,"NO","NO","NO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165000,50,0,0,0,0,165050
"1834",20140393,20932,2014,"10/10/2014 12:30 PM",31554,"CHEVRON PETROCHEMICAL PIPELINE LLC","EVANGELINE ETHYLENE PIPELINE SYSTEM","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHYLENE","SULPHUR","CALCASIEU","LA",30.0503,-93.721048,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",6,0,0,6,"NO","NO","YES","10/10/2014 12:00","10/27/2014 12:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24323483,0,0,0,0,0,24323483
"1840",20140398,19905,2014,"10/18/2014 12:56 PM",18718,"SUNOCO PIPELINE L.P.","BLACKCAT SCRAPER TRAP","ONSHORE","ABOVEGROUND","CRUDE OIL","","","SOUR LAKE","HARDIN","TX",30.18148,-94.42918,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",15,NA,12,3,"NO","NO","YES","10/18/2014 12:56","10/18/2014 18:31",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,238,0,5000,1250,0,6538
"1843",20140400,20233,2014,"10/22/2014 9:00 AM",2552,"COLONIAL PIPELINE CO","COLONIAL PIPELINE COMPANY / ROW","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","ORANGE","ORANGE","TX",30.05012,-93.7743,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.25,NA,0.25,0,"NO","NO","YES","10/22/2014 14:50","10/22/2014 15:34",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9970,30,0,5000,0,0,15000
"1847",20140402,20056,2014,"10/24/2014 2:00 PM",2552,"COLONIAL PIPELINE CO","COLONIAL PIPELINE COMPANY  / LAKE CHARLES STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","SULPHUR","CALCSIEU","LA",30.16968,-93.33548,"INCORRECT OPERATION","OTHER INCORRECT OPERATION",0.36,NA,0.36,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9950,50,0,10000,0,0,20000
"1849",20140404,20792,2014,"10/27/2014 8:04 PM",31555,"KINDER MORGAN CO2 CO. LP","EASTERN SHELF PIPELINE","ONSHORE","ABOVEGROUND","CO2 (CARBON DIOXIDE)","","","SNYDER","SCURRY","TX",32.75828,-100.96146,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",90,0,0,90,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1307,390,0,0,0,0,1697
"1855",20140403,20166,2014,"11/3/2014 7:55 PM",32147,"MARATHON PIPE LINE LLC","LEBANON JUNCTION STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","LEBANON JUNCTION","BULLITT","KY",37.86364,-85.71544,"CORROSION","EXTERNAL",40,NA,40,0,"NO","NO","YES","11/3/2014 19:55","11/4/2014 20:49",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11000,3100,0,280000,0,0,294100
"1863",20140417,20190,2014,"11/12/2014 7:44 AM",26125,"CALNEV PIPELINE CO","BAKER PUMP STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","BAKER","SAN BERNARDINO","CA",35.276957,-116.021774,"MATERIAL/WELD/EQUIP FAILURE","DEFECTIVE OR LOOSE TUBING/FITTING",0.31,NA,0.31,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,32,0,1000,2000,0,3532
"1864",20140407,20621,2014,"11/12/2014 4:00 PM",30829,"ENTERPRISE CRUDE PIPELINE LLC","MIDLAND TANK FARM ","ONSHORE","ABOVEGROUND","CRUDE OIL","","","MIDLAND","MIDLAND","TX",32.02424,-102.013347,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.3,NA,0.3,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,25,0,0,0,0,3025
"1872",20140424,20579,2014,"11/18/2014 11:45 AM",26085,"PLAINS MARKETING, L.P.","CUSHING TERMINAL","ONSHORE","TANK","CRUDE OIL","","","CUSHING","PAYNE","OK",35.936666,-96.745218,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",1,NA,1,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,100,0,10000,5000,0,20100
"1873",20140426,20173,2014,"11/19/2014 3:00 PM",18718,"SUNOCO PIPELINE L.P.","LONGVIEW GATHERING","ONSHORE","UNDERGROUND","CRUDE OIL","","","WHITE OAK","GREGG","TX",32.53403,-94.84332,"INCORRECT OPERATION","INCORRECT INSTALLATION",1.5,NA,1,0.5,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,50,0,0,47458,0,49508
"1882",20140429,19989,2014,"11/30/2014 7:29 AM",300,"PLAINS PIPELINE, L.P.","CASPER","ONSHORE","ABOVEGROUND","CRUDE OIL","","","CASPER","NATRONA","WY",42.23326,-104.68633,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",2,NA,2,0,"NO","NO","YES","11/30/2014 7:29","11/30/2014 15:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,130,0,3770,1500,0,6400
"1895",20150010,21836,2014,"12/9/2014 9:10 AM",18092,"SFPP, LP","CONCORD STATION","ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","CONCORD","CONTRA COSTA","CA",38.003663,-122.056224,"MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",0.01,NA,0.01,0,"NO","NO","YES","12/9/2014 9:18","12/9/2014 9:30",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130000,1,0,20000,500,0,150501
"1904",20150018,21853,2014,"12/15/2014 1:00 PM",4906,"EXXONMOBIL PIPELINE CO","SAPL - (SAN ANTONIO PIPELINE)","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE)","","","WHARTON","TX",29.579031,-96.076544,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",0.36,NA,0.36,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,15,0,0,20000,0,70015
"1911",20150015,20182,2014,"12/23/2014 8:30 PM",32147,"MARATHON PIPE LINE LLC","ST. JAMES CAPLINE","ONSHORE","TANK","CRUDE OIL","","","ST. JAMES","ST. JAMES","LA",30.016724,-90.853104,"NATURAL FORCE DAMAGE","LIGHTNING",0,NA,0,0,"YES","NO","YES","12/23/2014 20:52","12/24/2014 0:49",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,0,0,0,0,0,30000
"1913",20150026,21312,2014,"12/25/2014 8:57 AM",32147,"MARATHON PIPE LINE LLC","CATLIN STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","ROCKVILLE","PARKE ","IN",39.6854,-87.23644,"MATERIAL/WELD/EQUIP FAILURE","DEFECTIVE OR LOOSE TUBING/FITTING",9.4,NA,0.6,8.8,"YES","YES","YES","12/25/2014 8:57","12/25/2014 22:25",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280000,500,0,88000,0,0,368500
"1920",20150032,20096,2015,"1/6/2015 11:30 AM",26041,"KINDER MORGAN LIQUID TERMINALS, LLC","PASADENA TERMINAL","ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","PASADENA","HARRIS","TX",40.52243,-74.25384,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",2,NA,1.9,0.1,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,11000,3000,0,14000
"1926",20150040,20630,2015,"1/10/2015 8:45 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","SHOUP TO MONT BELVIEU","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHANE","","JACKSON","TX",28.885881,-96.433027,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",27123,1423,0,27123,"NO","NO","YES","1/10/2015 21:05","1/28/2015 8:30",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513460,215800,7500,45500,0,0,782260
"1927",20150044,20118,2015,"1/12/2015 9:20 PM",18092,"SFPP, LP","RICHMOND PUMP STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","RICHMOND","CONTRA COSTA","CA",37.940135,-122.376323,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",58.9,NA,58.9,0,"NO","NO","YES","1/12/2015 21:30","1/15/2015 22:30",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165325,3760,0,23285,358127,0,550497
"1928",20150045,20119,2015,"1/13/2015 1:20 PM",11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","SUPERIOR TERMINAL","ONSHORE","UNDERGROUND","CRUDE OIL","","","SUPERIOR","DOUGLAS","WI",46.6885,-92.05685,"NATURAL FORCE DAMAGE","TEMPERATURE",5,NA,5,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5403,239,0,31428,28700,0,65770
"1930",20150046,21065,2015,"1/14/2015 4:20 PM",18718,"SUNOCO PIPELINE L.P.","WPOR","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","BEAUMONT","JEFFERSON","TX",29.98266,-94.06191,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",30,11709,0,30,"NO","NO","YES","1/14/2015 16:20","1/22/2015 19:30",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597569,1431,0,71000,0,0,670000
"1932",20150050,20895,2015,"1/15/2015 2:25 PM",22855,"KOCH PIPELINE COMPANY, L.P.","FOLEY PUMP STATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","FOLEY","BENTON","MN",45.698007,-93.996983,"NATURAL FORCE DAMAGE","TEMPERATURE",20,NA,17.5,2.5,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2072440,940,0,213432,0,0,2286812
"1935",20150051,21704,2015,"1/16/2015 10:02 AM",39084,"CRIMSON GULF, LLC","GRAND BAY RECIEVING STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","VENICE","PLAQUEMINES PARISH","LA",29.310878,-89.296158,"CORROSION","EXTERNAL",0.05,NA,0.05,0,"NO","NO","YES","1/16/2015 10:02","1/19/2015 11:36",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,0,16000,0,0,16025
"1937",20150053,20389,2015,"1/17/2015 3:28 PM",15774,"NORTH DAKOTA PIPELINE COMPANY LLC","LINE 81","ONSHORE","UNDERGROUND","CRUDE OIL","","","","NELSON","ND",48.014962,-98.010309,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",0.06,NA,0.06,0,"NO","NO","YES","1/17/2015 15:28","1/18/2015 1:05",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153960,0,0,0,15900,0,169860
"1938",20150038,20367,2015,"1/19/2015 7:30 AM",32147,"MARATHON PIPE LINE LLC","ST. JAMES CAPLINE","ONSHORE","ABOVEGROUND","CRUDE OIL","","","ST. JAMES","ST. JAMES","LA",30.01177,-90.857704,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.7,NA,0.7,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,35,0,1000,0,0,1135
"1939",20150064,21578,2015,"1/19/2015 11:40 AM",26125,"CALNEV PIPELINE CO","CALNEV 14-INCH MAINLINE","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE)","","MUSCOY","SAN BERNARDINO","CA",34.183191,-117.365394,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",3.57,NA,0.89,2.68,"NO","NO","YES","1/19/2015 11:40","1/21/2015 12:07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,245,1,277000,115000,57162,459408
"1940",20150059,21855,2015,"1/19/2015 12:00 PM",4906,"EXXONMOBIL PIPELINE CO","BAYTOWN TO SAN ANTONIO (SAPL)","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE)","","","COLORADO","TX",29.617889,-96.350778,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",1.75,NA,1.75,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22000,150,0,0,50000,0,72150
"1941",20150056,20134,2015,"1/20/2015 6:30 AM",30829,"ENTERPRISE CRUDE PIPELINE LLC","WINN STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","GARWOOD","COLORADO","TX",29.470028,-96.626722,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.5,NA,0.5,0,"NO","NO","YES","1/20/2015 6:30","1/20/2015 17:30",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,0,150,2000,0,2175
"1946",20150054,21726,2015,"1/21/2015 12:30 PM",31056,"ASIG - HONOLULU","SAND ISLAND TERMINAL FACILITY","ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","HONOLULU","HONOLULU","HI",21.31774,-157.89055,"CORROSION","EXTERNAL",1300,NA,820,480,"NO","NO","YES","1/21/2015 12:30","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,166000,0,400000,250000,2000000,2816000
"1964",20150081,20848,2015,"2/2/2015 10:55 AM",11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","DEER RIVER STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","DEER RIVER","ITASCA","MN",47.325278,-93.764167,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.01,NA,0.01,0,"NO","NO","YES","2/2/2015 8:40","2/3/2015 0:25",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24629,0,0,0,3000,0,27629
"1971",20150085,20210,2015,"2/6/2015 12:00 PM",31684,"PHILLIPS 66 PIPELINE LLC","PR-01 / DENVER JUNCTION","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","AURORA","ADAMS","CO",39.763568,-104.826857,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.38,0,0,0.38,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,25,0,0,0,0,75
"1979",20150091,20784,2015,"2/17/2015 4:15 PM",32147,"MARATHON PIPE LINE LLC","LOUISVILLE JET FUEL TO LOUISVILLE 8""-6"" ","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","LOUISVILLE","JEFFERSON","KY",38.17264002,-85.84931981,"OTHER OUTSIDE FORCE DAMAGE","ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY",160,NA,112,48,"NO","NO","YES","2/16/2015 4:53","2/19/2015 5:20",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100000,13000,1240000,1100000,0,0,2453000
"1986",20150100,20253,2015,"2/23/2015 11:25 AM",18092,"SFPP, LP","WATSON STATION","ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","LONG BEACH","LOS ANGELES","CA",38.845635,-122.232341,"MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",0.11,NA,0.11,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171000,11,0,4920,2200,0,178131
"1989",20150108,21764,2015,"2/27/2015 6:50 AM",32258,"KINDER MORGAN COCHIN LLC","LISBON PUMP STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","OTHER","CONDENSATE","MILNOR","RANSOM","ND",46.370782,-97.467557,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.62,NA,0.45,0.17,"NO","NO","YES","2/27/2015 6:52","2/27/2015 15:54",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,17,0,1292,19345,0,22154
"1991",20150106,21350,2015,"2/27/2015 11:46 AM",39145,"ENBRIDGE STORAGE (CUSHING) L.L.C.","CUSHING SOUTH TERMINAL","ONSHORE","ABOVEGROUND","CRUDE OIL","","","CUSHING","LINCOLN","OK",35.93444,-96.752126,"INCORRECT OPERATION","OTHER INCORRECT OPERATION",0.18,NA,0.18,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,9,0,0,1000,0,5009
