"","Report.Number","Supplemental.Number","Accident.Year","Accident.Date.Time","Operator.ID","Operator.Name","Pipeline.Facility.Name","Pipeline.Location","Pipeline.Type","Liquid.Type","Liquid.Subtype","Liquid.Name","Accident.City","Accident.County","Accident.State","Accident.Latitude","Accident.Longitude","Cause.Category","Cause.Subcategory","Unintentional.Release..Barrels.","Intentional.Release..Barrels.","Liquid.Recovery..Barrels.","Net.Loss..Barrels.","Liquid.Ignition","Liquid.Explosion","Pipeline.Shutdown","Shutdown.Date.Time","Restart.Date.Time","Public.Evacuations","Operator.Employee.Injuries","Property.Damage.Costs","Lost.Commodity.Costs","Public.Private.Property.Damage.Costs","Emergency.Response.Costs","Environmental.Remediation.Costs","Other.Costs","All.Costs"
"864",20120200,17619,2012,"6/8/2012 9:05 AM",22610,"MAGELLAN PIPELINE COMPANY, LP","#3-8"" BARNSDALL TO KANSAS CITY LINE","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","MORAN","ALLEN","KS",37.93455,-95.243912,"MATERIAL/WELD/EQUIP FAILURE","ENVIRONMENTAL CRACKING-RELATED",304,0,213,91,"NO","NO","YES","6/8/2012 9:27","6/9/2012 10:26",0,0,1e+05,34984,20000,97534,7e+05,0,952518
"866",20120205,19060,2012,"6/11/2012 8:00 AM",30829,"ENTERPRISE CRUDE PIPELINE LLC","JONES CREEK TERMINAL ","ONSHORE","ABOVEGROUND","CRUDE OIL","","","JONES CREEK, TX","BRAZORIA","TX",28.949672,-95.431631,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.25,0,0.25,0,"NO","NO","NO","","",0,0,1000,25,0,500,2000,0,3525
"867",20120211,17577,2012,"6/11/2012 7:47 PM",12470,"MID - VALLEY PIPELINE CO","MAYERSVILLE STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","MAYERSVILLE","ISSAQUENA","MS",32.87718,-91.05218,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.19,0,0.19,0,"NO","NO","YES","6/11/2012 19:47","6/11/2012 23:30",0,0,3000,0,0,500,0,0,3500
"870",20120206,17522,2012,"6/13/2012 7:00 AM",30829,"ENTERPRISE CRUDE PIPELINE LLC","JONES CREEK TERMINAL ","ONSHORE","TANK","CRUDE OIL","","","JONES CREEK, TX","BRAZORIA","TX",28.950953,-95.432542,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",1,0,0.5,0.5,"NO","NO","YES","6/13/2012 7:10","6/14/2012 8:00",0,0,1500,100,0,500,3100,0,5200
"871",20120214,16762,2012,"6/13/2012 1:00 PM",300,"PLAINS PIPELINE, L.P.","HEWITT STATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","WILSON","CARTER","OK",34.1897222,-97.3761111,"CORROSION","EXTERNAL",0.48,0,0.48,0,"NO","NO","YES","6/13/2012 15:00","6/30/2012 8:00",0,0,0,0,0,2750,500,0,3250
"872",20120202,17135,2012,"6/15/2012 3:50 PM",31476,"ROSE ROCK MIDSTREAM L.P.","BURKETT DISCHARGE","ONSHORE","UNDERGROUND","CRUDE OIL","","","EL DORADO","BUTLER","KS",37.7958,-96.72309,"CORROSION","INTERNAL",60,0,58,2,"NO","NO","YES","6/15/2012 16:00","6/19/2012 8:10",0,0,6020,200,2500,10500,8500,16000,43720
"873",20120215,18864,2012,"6/17/2012 5:52 AM",1845,"BUCKEYE PARTNERS, LP","MACUNGIE STATION","ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","EMMAUS","LEHIGH","PA",40.514382,-75.532567,"INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",100,0,26.5,73.5,"NO","NO","NO","","",0,0,0,0,0,0,60000,27000,87000
"874",20120222,17429,2012,"6/19/2012 2:50 PM",4430,"VALERO TERMINALING AND DISTRIBUTION COMPANY","VALERO LUCAS TANK FARM","ONSHORE","TANK","CRUDE OIL","","","BEAUMONT","JEFFERSON","TX",29.997663,-94.076706,"CORROSION","INTERNAL",250,0,0,250,"NO","NO","YES","6/19/2012 14:50","",0,0,0,0,0,130000,0,0,130000
"875",20120208,17523,2012,"6/20/2012 10:27 AM",30829,"ENTERPRISE CRUDE PIPELINE LLC","LA GRANGE STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","LA GRANGE","FAYETTE ","TX",29.952222,-96.861139,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",1,0,0.2,0.8,"NO","NO","YES","6/20/2012 11:05","6/20/2012 16:00",0,0,2500,100,0,0,2856,0,5456
"876",20120216,17626,2012,"6/20/2012 11:07 AM",18718,"SUNOCO PIPELINE L.P.","TEXOMA STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","LONGVIEW","GREGG","TX",32.4813,-94.8373,"CORROSION","INTERNAL",0.12,0,0,0.12,"NO","NO","NO","","",0,0,2500,9,0,400,0,0,2909
"877",20120210,20535,2012,"6/21/2012 10:00 AM",10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","WICHITA TO AUGUSTA 8 INCH","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","ANDOVER","BUTLER","KS",37.721901,-97.147138,"CORROSION","INTERNAL",5.69,0,5.69,0,"NO","NO","YES","6/21/2012 10:00","8/31/2012 6:00",0,0,5000,250,91411,50000,5000,0,151661
"878",20120213,17420,2012,"6/22/2012 1:15 PM",22610,"MAGELLAN PIPELINE COMPANY, LP","BURLINGTON PUMP STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","BURLINGTON","KIT CARSON ","CO",39.08605,-102.46611,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0.36,0,0.36,0,"NO","NO","NO","","",0,0,500,55,0,0,500,0,1055
"879",20120219,17816,2012,"6/23/2012 8:30 AM",18386,"BP OIL PIPELINE CO","BRADLEY ROAD STATION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","CLEVELAND","CUYAHOGA","OH",41.435852,-81.668922,"INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",23.5,0,23.5,0,"NO","NO","NO","","",0,0,0,4000,0,9000,46000,0,59000
"880",20120221,18361,2012,"6/25/2012 7:30 AM",4805,"EXPLORER PIPELINE CO","LEBANON PUMP STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","LEBANON","LACLEDE","MO",37.75877757,-92.67267003,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0.2,0,0.2,0,"NO","NO","YES","6/25/2012 9:24","6/26/2012 6:08",0,0,17000,20,0,18000,0,0,35020
"881",20120218,17758,2012,"6/25/2012 4:04 PM",31476,"ROSE ROCK MIDSTREAM L.P.","DICKINSON STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","REECE","GREENWOOD","KS",37.80389,-96.51428,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",142,0,140,2,"NO","NO","YES","6/25/2012 16:04","6/26/2012 10:59",0,0,200,200,0,1500,5000,0,6900
"882",20120220,19356,2012,"6/27/2012 1:30 PM",32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.","TRUST 6/8","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","THROCKMORTON (RURAL)","THROCKMORTON","TX",33.247889,-98.792389,"EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",465,0,0,465,"NO","NO","YES","6/27/2012 13:30","6/28/2012 4:42",0,0,11500,68000,0,5500,150000,0,235000
"883",20120227,18347,2012,"7/2/2012 2:15 PM",4805,"EXPLORER PIPELINE CO","HOUSTON PUMP STATION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE)","","HOUSTON","HARRIS","TX",29.81987246,-95.15331796,"CORROSION","INTERNAL",2.4,0,2.4,0,"NO","NO","NO","","",0,0,3500,0,0,14000,0,0,17500
"885",20120224,17738,2012,"7/3/2012 10:30 PM",31174,"SHELL PIPELINE CO., L.P.","MARTINEZ PUMP STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","MARTINEZ","CONTRA COSTA","CA",38.025394,-122.129423,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",13,0,13,0,"NO","NO","NO","","",0,0,1000,0,0,25000,75000,75000,176000
"886",20120223,19257,2012,"7/5/2012 4:30 PM",30755,"CITGO PRODUCTS PIPELINE CO","","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","","","TX",28.809202,-96.978674,"ALL OTHER CAUSES","MISCELLANEOUS",0.48,0,0.24,0.24,"NO","NO","NO","","",0,0,1500,100,0,0,8000,0,9600
"887",20120229,18558,2012,"7/6/2012 11:12 AM",31888,"CENTURION PIPELINE L.P.","SAUNDERS STATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","LOVINGTON","LEA","NM",33.05365,-103.59627,"EXCAVATION DAMAGE","OPERATOR/CONTRACTOR EXCAVATION DAMAGE",4,0,0,4,"NO","NO","","","",0,0,0,0,0,1000,11000,1000,13000
"888",20120225,17625,2012,"7/6/2012 2:15 PM",18718,"SUNOCO PIPELINE L.P.","CORSICANA STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","CORSICANA","NAVARRO","TX",32.0729,-96.4767,"CORROSION","INTERNAL",0.12,0,0,0.12,"NO","NO","NO","","",0,0,0,12,0,125,1000,0,1137
"889",20120226,17125,2012,"7/7/2012 8:15 AM",18718,"SUNOCO PIPELINE L.P.","AMDEL 10""","ONSHORE","UNDERGROUND","CRUDE OIL","","","KURTEN","BRAZOS","TX",30.79796,-96.27369,"CORROSION","EXTERNAL",2,0,0,2,"NO","NO","YES","7/7/2012 8:15","7/7/2012 19:00",0,0,15500,162,0,500,2000,0,18162
"890",20120228,17126,2012,"7/12/2012 11:55 AM",18718,"SUNOCO PIPELINE L.P.","AMDEL 10""","ONSHORE","UNDERGROUND","CRUDE OIL","","","KURTEN","BRAZOS","TX",30.80147,-96.28436,"CORROSION","EXTERNAL",0.12,0,0.12,0,"NO","NO","YES","7/12/2012 12:01","7/13/2012 3:46",0,0,18000,0,0,0,0,0,18000
"892",20120233,17759,2012,"7/15/2012 11:00 AM",31476,"ROSE ROCK MIDSTREAM L.P.","HUDSON STATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","HUDSON","STAFFORD","KS",38.09496,-98.58163,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",99,0,93,6,"NO","NO","YES","7/15/2012 11:40","7/15/2012 16:16",0,0,100,500,0,3500,6000,0,10100
"893",20120234,17501,2012,"7/16/2012 9:33 AM",31174,"SHELL PIPELINE CO., L.P.","IOWA PUMP STATION","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHYLENE","LAKE CHARLES","CALCASIEU","LA",30.1571,-93.0463,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",15.67,0,0,15.67,"YES","NO","YES","7/16/2012 9:35","7/16/2012 13:00",0,0,5e+05,850,0,5000,0,0,505850
"894",20120238,19624,2012,"7/17/2012 10:40 AM",22430,"WEST SHORE PIPELINE CO","GRANVILLE STATION TO ELKHART LAKE","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","JACKSON","WASHINGTON","WI",43.297089,-88.130513,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",1302,0,482,820,"NO","NO","YES","7/17/2012 10:40","7/21/2012 18:55",4,0,313944,1e+05,0,10058698,6941133,5809733,23223508
"895",20120235,18121,2012,"7/19/2012 3:00 PM",2552,"COLONIAL PIPELINE CO","COLONIAL/FELIXVILLE STATION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","CLINTON","EAST FELICIANA","LA",30.90944,-90.87166,"INCORRECT OPERATION","INCORRECT INSTALLATION",0.36,0,0.36,0,"NO","NO","","","",0,0,0,50,0,2700,0,0,2750
"896",20120237,18267,2012,"7/19/2012 4:50 PM",31174,"SHELL PIPELINE CO., L.P.","ST. JAMES TANK FARM","ONSHORE","TANK","CRUDE OIL","","","ST. JAMES","ST. JAMES","LA",30.15683,-90.853719,"INCORRECT OPERATION","OTHER INCORRECT OPERATION",50,0,50,0,"NO","NO","NO","","",0,0,10000,0,0,5000,0,0,15000
"897",20120231,16817,2012,"7/20/2012 4:00 AM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","HOBBS STATION","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","SEMINOLE","GAINES","TX",32.779328,-102.950633,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",6.3,6,0,6.3,"NO","NO","YES","7/20/2012 8:00","7/20/2012 16:00",0,0,3000,245,0,0,0,0,3245
"898",20120239,17837,2012,"7/21/2012 7:03 AM",300,"PLAINS PIPELINE, L.P.","WAMSUTTER STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","WAMSUTTER","SWEETWATER","WY",41.6872222,-107.9802778,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",3,0,3,0,"NO","NO","YES","7/21/2012 7:05","7/21/2012 12:00",0,0,100,200,0,4000,0,0,4300
"899",20120240,17441,2012,"7/21/2012 5:35 PM",2731,"CHEVRON PIPE LINE CO","PT. ARTHUR TO MT. BELVIEU ETHYLENE","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHYLENE","PORT ARTHUR","JEFFERSON","TX",29.8964,-94.0054,"NATURAL FORCE DAMAGE","LIGHTNING",3117,0,0,3117,"YES","YES","YES","7/21/2012 17:50","8/19/2012 7:30",150,0,450500,173004,0,255000,2e+05,83500,1162004
"900",20120242,18382,2012,"7/23/2012 3:30 AM",26041,"KINDER MORGAN LIQUID TERMINALS, LLC","PASADENA","ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","PASADENA","HARRIS","TX",40.52243,-74.25384,"ALL OTHER CAUSES","MISCELLANEOUS",16,0,16,0,"NO","NO","YES","7/23/2012 3:30","7/24/2012 9:00",0,0,1800000,500,0,0,20000,0,1820500
"901",20120236,17079,2012,"7/23/2012 10:00 AM",2552,"COLONIAL PIPELINE CO","COLONIAL/STATEN ISLAND JUNCTION","ONSHORE","TRANSITION AREA","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","STATEN ISLAND","RICHMOND","NY",40.6246,-74.19254,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",27.4,0,27.4,0,"NO","NO","YES","7/23/2012 10:02","7/23/2012 18:19",0,0,10000,3900,0,40000,8500,0,62400
"902",20120245,19354,2012,"7/23/2012 8:00 PM",30959,"THE DOW CHEMICAL COMPANY","THE DOW CHEMICAL COMPANY","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","OTHER","NAPHTHA","FREEPORT","BRAZORIA","TX",28.9598,-95.31151,"CORROSION","INTERNAL",132,0,0,132,"NO","NO","NO","","",0,0,2e+06,13980,0,2e+05,4e+06,0,6213980
"903",20120230,18542,2012,"7/24/2012 12:00 AM",31947,"ENBRIDGE PIPELINES (OZARK) L.L.C.","CUSHING TERMINAL NORTH","ONSHORE","UNDERGROUND","CRUDE OIL","","","CUSHING","PAYNE","OK",35.95885,-96.75655,"CORROSION","INTERNAL",1,0,1,0,"NO","NO","NO","","",0,0,25000,100,0,1500,1000,0,27600
"904",20120244,17979,2012,"7/24/2012 12:52 PM",22855,"KOCH PIPELINE COMPANY, L.P.","MINNESOTA PIPELINE, PARK RAPIDS STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","MENAHGA","HUBBARD","MN",46.81973992,-95.14887905,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",1,0,0.91,0.09,"NO","NO","YES","7/24/2012 12:53","7/25/2012 17:24",0,0,23877,80,0,0,11068,0,35025
"905",20120241,17393,2012,"7/25/2012 7:00 AM",22610,"MAGELLAN PIPELINE COMPANY, LP","EL DORADO TO SCOTT CITY 10"" LINE","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","VALLEY CENTER","SEDGWICK","KS",37.81841,-97.37093,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0.12,0,0.12,0,"NO","NO","NO","","",0,0,1000,20,0,0,50,1000,2070
"906",20120243,17114,2012,"7/26/2012 2:15 PM",30777,"MOTIVA ENTERPRISE LLC","2-12 RIGHT OF WAY","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","PORT ARTHUR TEXAS","JEFFERSON","TX",29.51419,-93.5739,"CORROSION","EXTERNAL",0.2,0,0.2,0,"NO","NO","YES","7/26/2012 14:30","8/27/2012 7:00",0,0,26000,0,0,0,10000,0,36000
"907",20120246,18120,2012,"7/27/2012 6:41 AM",2552,"COLONIAL PIPELINE CO","COLONIAL/HEBERT STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","BEAUMONT","JEFFERSON","TX",29.97504,-94.05633,"INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",0.83,0,0.79,0.04,"NO","NO","YES","7/27/2012 6:41","7/27/2012 10:55",0,0,0,92,0,5000,0,0,5092
"908",20120248,19113,2012,"7/27/2012 2:41 PM",11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","LINE 14 MP 232","ONSHORE","UNDERGROUND","CRUDE OIL","","","GRAND MARSH","ADAMS","WI",43.895611,-89.638236,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",1729,0,1100,629,"NO","NO","YES","7/27/2012 14:45","8/7/2012 12:20",5,0,1510369,133133,1027158,623877,1680707,39164,5014408
"909",20120247,18119,2012,"7/30/2012 7:25 AM",2552,"COLONIAL PIPELINE CO","COLONIAL/CHANTILLY STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","CLIFTON","FAIRFAX","VA",38.834923,-77.399801,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.95,0,0.95,0,"NO","NO","NO","","",0,0,500,120,0,10000,4000,0,14620
"910",20120249,18535,2012,"8/1/2012 4:56 AM",32099,"ENERGY TRANSFER COMPANY","EAST COYANOSA METER SKID","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","COYANOSA","PECOS","TX",31.19309,-102.98994,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",217,0,0,217,"NO","NO","YES","8/1/2012 4:56","8/1/2012 6:06",0,0,25,8840,0,60,0,0,8925
"911",20120254,17612,2012,"8/2/2012 9:20 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","P2 - ORAN STATION","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","ORAN","SCOTT","MO",37.070361,-89.63841,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",1,0,0,1,"NO","NO","YES","8/2/2012 21:20","8/3/2012 4:30",0,0,7395,53,0,8012,0,0,15460
"912",20120250,16868,2012,"8/3/2012 12:00 PM",18718,"SUNOCO PIPELINE L.P.","STATION 3B","ONSHORE","ABOVEGROUND","CRUDE OIL","","","SOUR LAKE","HARDIN","TX",30.1457,-94.4076,"CORROSION","INTERNAL",0.36,0,0,0.36,"NO","NO","NO","","",0,0,0,40,0,3000,2000,0,5040
"913",20120252,17754,2012,"8/5/2012 4:15 AM",26085,"PLAINS MARKETING, L.P.","CUSHING TERMINAL","ONSHORE","ABOVEGROUND","CRUDE OIL","","","CUSHING","LINCOLN","OK",35.9361111,-96.7380556,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",1,0,1,0,"NO","NO","NO","","",0,0,15000,0,0,5000,0,0,20000
"914",20120251,18098,2012,"8/6/2012 10:53 AM",26085,"PLAINS MARKETING, L.P.","SUPERIOR FACILITY","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","SUPERIOR","DOUGLAS","WI",46.41428,-92.03609,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0.24,0,0,0.24,"NO","NO","YES","8/6/2012 10:53","8/8/2012 8:13",0,0,9500,0,0,25000,0,0,34500
"915",20120253,18118,2012,"8/7/2012 1:30 PM",2552,"COLONIAL PIPELINE CO","COLONIAL/BOLIGEE DF","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","BOLIGEE","GREENE","AL",32.78111,-88.04631,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.21,0,0.21,0,"NO","NO","YES","8/7/2012 14:10","8/7/2012 18:46",0,0,100,30,0,7000,13000,0,20130
"916",20120257,16885,2012,"8/8/2012 3:00 PM",31174,"SHELL PIPELINE CO., L.P.","CHOCOLATE BAYOU LATERAL ","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","PROPYLENE","SANTE FE","GALVESTON","TX",29.3786,-95.1101,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.44,0,0,0.44,"NO","NO","YES","8/8/2012 15:00","8/8/2012 18:44",0,0,500,50,0,0,0,0,550
"917",20120259,18254,2012,"8/9/2012 1:28 PM",22855,"KOCH PIPELINE COMPANY, L.P.","INGLESIDE PUMP STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","INGLESIDE","SAN PATRICIO","TX",27.826919,-97.198572,"INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",24.2,0,24.2,0,"NO","NO","YES","8/9/2012 13:28","8/10/2012 1:06",0,0,937,2100,0,82641,0,0,85678
"918",20120266,18918,2012,"8/15/2012 1:04 PM",2731,"CHEVRON PIPE LINE CO","ONTARIO WEST BV","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","ONTARIO","MALHEUR","OR",44.069,-116.98,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.5,0,0.5,0,"NO","NO","YES","8/15/2012 13:57","8/15/2012 20:31",6,0,75494,50,0,0,0,0,75544
"919",20120262,17032,2012,"8/15/2012 1:33 PM",18718,"SUNOCO PIPELINE L.P.","SARATOGA TO SOUR LAKE 8""","ONSHORE","UNDERGROUND","CRUDE OIL","","","SOUR LAKE","HARDIN","TX",30.16414,-94.43055,"CORROSION","EXTERNAL",3,0,0,3,"NO","NO","YES","8/15/2012 13:33","8/15/2012 19:30",0,0,4387,300,0,4321,3445,0,12453
"920",20120264,16899,2012,"8/15/2012 6:15 PM",300,"PLAINS PIPELINE, L.P.","NEW HOBBS TO LLANO GRANDE 6 INCH","ONSHORE","UNDERGROUND","CRUDE OIL","","","HOBBS","LEA","NM",32.655,-103.1375,"CORROSION","INTERNAL",4,0,4,0,"NO","NO","YES","8/15/2012 18:15","8/15/2012 20:00",0,0,6500,300,0,600,0,0,7400
"921",20120256,18117,2012,"8/17/2012 6:30 PM",2552,"COLONIAL PIPELINE CO","COLONIAL/ ATLANTA JUNCTION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","AUSTELL","COBB","GA",33.85596,-84.62949,"CORROSION","INTERNAL",1.38,0,1.26,0.12,"NO","NO","YES","8/17/2012 18:30","8/18/2012 10:05",0,0,1750,170,0,23250,2000,0,27170
"922",20120255,17883,2012,"8/18/2012 9:00 PM",31684,"PHILLIPS 66 PIPELINE LLC","KANSAS CITY TERMINAL","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","KANSAS CITY","WYANDOTTE","KS",39.12889,-94.60709,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.4,0,0,0.4,"NO","NO","","","",0,0,500,50,0,0,500,0,1050
"923",20120268,17620,2012,"8/19/2012 7:30 AM",18718,"SUNOCO PIPELINE L.P.","DARBY CREEK TANK FARM","ONSHORE","UNDERGROUND","CRUDE OIL","","","SHARON HILL","DELAWARE","PA",39.8955,-75.25948,"CORROSION","INTERNAL",4.14,0,4.14,0,"NO","NO","YES","8/19/2012 7:30","8/20/2012 18:00",0,0,0,0,0,0,46000,0,46000
"924",20120261,17304,2012,"8/19/2012 10:30 PM",32109,"ONEOK NGL PIPELINE, LLC","ONEOK ORLANDO PUMP STATION","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","ORLANDO","NOBLE","OK",36.17115,-97.432256,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.5,0.1,0,0.5,"NO","NO","NO","","",0,0,925,16,0,50,0,0,991
